1, 1.6031729354906492
2, 1.8369482976040352
3, 1.7428652968036529
4, 3.6350259665320253
5, 1.164319248826291
6, 1.7413496164083295
7, 1.3595245955760977
8, 2.664109406270847
9, 1.873061666065633
10, 1.7633674630261662
11, 2.199183832102604
12, 1.6400469759248386
13, 1.3623789764868603
14, 1.4681908548707754
15, 2.7546831406935035
16, 4.764192139737991
17, 3.014691943127962
18, 2.412125675012273
19, 1.619047619047619
20, 3.006158583525789
21, 1.179297597042514
22, 1.4847196385862345
23, 4.085982858722699
24, 3.2945665445665444
25, 1.5210225361587622
26, 8.020448548812665
27, 9.247693399574166
28, 7.482302973100519
29, 6.170731707317073
30, 10.093832020997375
31, 6.715371621621622
32, 7.882172131147541
33, 4.258342303552206
34, 6.918103448275862
35, 2.1554845580404685
36, 2.7085852478839176
37, 2.2699386503067487
38, 17.8648310387985
39, 23.432142857142857
40, 5.911111111111111
41, 4.35279805352798
42, 3.3101736972704714
43, 16.073529411764707
44, 10.9640522875817
45, 4.396907216494846
46, 7.383419689119171
47, 4.736559139784946
48, 41.23809523809524
